post_id,text,human_label,human_label_v1,human_dehumanisation,human_violence_call,human_ethnic_targeting,human_coded_language,human_confidence,human_rationale,translation_used,human_label_pre_adjudication,human_adjudication,pool,stratum,label,label_gemini,label_cursor,agree
2078034272934363298,"@MissKwegah1 Heri wa Kakamega, the Bungoma Bukusus of Edwin Sifuna, very easy to manipulate. Hawajielewi,even their leaders, upto now what's Sifuna looking for???",hate,offensive,False,False,True,False,high,'easy to manipulate',False,hate,,agree_hate,p_hate_top,hate,hate,hate,True
2078495428392231037,"Kenya vs Kikuyu,,,2027 election",hate,hate,False,False,True,False,high,'kenya vs kikuyu',False,hate,,agree_hate,p_hate_top,hate,hate,hate,True
2075236444029747482,"@muriaso @MrErickRicky Wamunyoro walker, a stupid tribalist.",offensive,offensive,False,False,False,False,medium,stupid tribalist,False,offensive,,split_gem_soft,p_hate_top,,offensive,hate,False
2073630067402355019,"@HusseinMohamedg Tell Murkomen @kipmurkomen we don't eat sports and stop thinking using his teeth alafu na wewe urudi kwenyu Somalia, mbwa 😠🚮🖕 #RutoMustGo",offensive,offensive,True,False,False,False,high,"The tweet is abusive and dehumanising toward the mentioned individuals, calling one 'mbwa' (dog) and directing 'urudi kwenyu Somalia' as a dismissive slur, without targeting a broader ethnic group as a collective.",False,offensive,,agree_hate,p_offensive_top,hate,hate,hate,False
2078469306052927781,"OK, but ngubu is a special category. I can tolerate a Pan-Africanist. Bantu/Kavirondo supremacists and Zoomalya irridentists are entertaining. Heck, I'd wish to have OnlyFans creators in my circle. But ngubus is a big no. Goons, cattle rustlers, blogstitutes, Tutam lambiststs etc are in the ngubu category. They are a cancer ruining the advancement of our ngubu society.",neither,neither,False,False,False,False,high,No hate or offensive speech.,False,neither,,split_gem_soft,p_hate_top,,neither,hate,False
2074462645642522751,"@orengo_james Aluta continua. The inalienable rights to life, liberty and pursuit of happiness are natural God-given gifts to each Kenyan, and the tyranny that purports to abrogate these rights must fall.",neither,neither,False,False,False,False,high,No hate or offensive speech.,False,neither,,agree_coded,nli_tail,neither,neither,neither,True
2057106695822663718,"20th May, 2026 STATEMENT BY THE DCP DEPUTY PARTY LEADER SENATOR CLEOPHAS MALALA ON ETHNIC PROFILING IN KENYA BY UDA GOVERNMENT. Dear Kenyans, 1. Over the last couple of months, we have witnessed a well-structured ethnic profiling of the members of the kikuyu community by president William Ruto. This is a well-orchestrated move ahead of the 2027 elections in what Mr. William Ruto scripted in 2007 of the 41 vs 1. We all know what that led Kenya into. We lost over 1,300 Kenyans and hundreds of thousands of Kenyans, are up to date in IDP Camps. 2. The team leader for this narrative is one Mr. Kipchumba Murkomen seconded by Mr. Omar Hassan, the UDA Secretary General and several top government officials including cabinet secretaries whom we shall name here today. 3. The Minister for Interior should be advised better, and as a lawyer, much logic is expected of him. Reducing critical security issues into an ethnic clash between a kikuyu and Kalenjin affair is bad for our Nation Mr. Murkomen. As you do your simple mind games, cattle rustling in Meru is wreaking havoc. Mandera occupied by Jubaland forces, Goons are taking control of towns. 4. Leave politics and concentrate on your job Mr. Murkomen. Secure Kenyans. As a cabinet minister for interior, it is worrying to see you on a tribal charade trying to run EPRA and the energy docket on fuel prices when Kenyans are simply on their own. 5. Secondly, Mr. Omar, the Secretary General of the wheelbarrow party, we want to remind you of your role in the 2007/08 post-election violence ICC related witness coaching against Mr. William Ruto and others. Might you have forgotten, when you served as a commissioner at the Kenya National Human Rights Commissioner, Mr. William Ruto accused you od coaching witnesses against Mr. Ruto. In his own words, Ruto said, ""I also want to inform Mr. Hassan Omar, who is the schemer, and the mercenary behind this whole scheme that that he cannot hire or rent, or buy or sell or negotiate justice and the truth..."". 6. Mr. Omar, your house of lies, as described then by William Ruto, seems to have become a shopping mall. Stop profiling Kenyans of kikuyu origin. If you think it is the people of Kikuyu descent who have a problem with this government, when the truth dawns on you and your team, it is be too late to salvage yourselves. But unfortunately, you have already messed up the country. 7. When Kenyans come out in the streets to demonstrate about high costs of fuel, mutilated payslip, dysfunctional SHA, failed education systems, it is not Kikuyu Vs Kalenjin Community Mr. Kipchumba Murkomen. It is about 55 million Kenyans suffering high taxation, double standards, bad roads, poor policy among others. 8. When Kenyans in Northern Kenya are being butchered by the Jubaland Forces, it is not Kikuyu vs Kalenjin; it is Kenyans crying because the government has failed to protect them. 9. Teachers, civil servants, and all employees and Kenyans saying NO to Mr. William Ruto are doing so because of the personal pain they are going through courtesy of one Mr. William Ruto and not the Kalenjin community. 10. If, then, we buy your opaque arguments that 55 Million Kenyans are fighting Ruto because he is a Kalenjin, we then need to argue that William Ruto is the only Kalenjin in Kenya and the 55 million of us are all Kikuyus. So, Mr. Omar Hassan, please spare us your thoughts on negative ethnicity. 11. On the high cost of fuel, it is unfortunate that Kenyans are being treated to conmanship and blatant open thuggery through the pump. As if the damage you have caused Kenya is not enough, you now want to mean it is because Ruto is a Kalenjin. 12. The government cannot purport that the high fuel cost only affects the matatu sector. Every Kenyan is affected by this insensitive fuel hike. But the good thing is, the government is digging its own political grave deeper. While addressing fuel costs, address every Kenyan, not a small pocket of transport sector.",neither,neither,False,False,False,False,high,No hate or offensive speech.,False,neither,,agree_coded,lexicon,neither,neither,neither,True
2076586226040074606,Entitled Kikuyus are supporting Noisemaker Sifuna not because they believe he can beat president Ruto but they want to use him to drag Luo's and luhyas out of government.,offensive,offensive,False,False,False,False,medium,"The tweet is offensive primarily through the contemptuous labels 'Entitled Kikuyus' and 'Noisemaker Sifuna', which express disdain and personal attack rather than rising to dehumanisation or a hate-speech level of group-targeted hostility.",False,offensive,,split_gem_soft,p_hate_top,,neither,hate,False
2070957004017774874,@dauticn @HammerHamm026 Ol Kalou is a Samburu name. These are guys who stole someone's land.,neither,neither,False,False,False,False,high,No hate or offensive speech.,False,neither,,split_gem_hard,p_hate_top,,hate,neither,False
2074123719069339773,@kipmurkomen Goons have dominated the city and you are here ranting Gachagua We ni bure kuliko chai baridi,neither,neither,False,False,False,False,high,No hate or offensive speech.,False,neither,,random_agreed,p_offensive_top,offensive,offensive,offensive,False
2070620265155879104,@MkenyaMzi Kalenjins &amp; kikuyus ruling since independence understand the assignment&gt; kiss the global elites agenda to maximum! Sink their faces so deep the ass of pedophiles to the point its a Jejunum interaction! Lamba matako ya Jeffrey epstien inc.kabisa! gachagua makachiethaa! Useless!,offensive,offensive,False,False,False,True,high,"The tweet is offensive due to the sexually vulgar and scatological imagery directed at political figures, particularly the phrase 'Sink their faces so deep the ass of pedophiles to the point its a Jejunum interaction' and the Swahili 'Lamba matako' (lick buttocks), expressing disgust through crude personal attack rather than group-based hate.",False,offensive,,split_gem_soft,p_hate_top,,offensive,hate,False
2078449911998099629,OPINION: How the economics of the Whiteman destroyed the entrepreneurial spirit of the Coast Region,neither,neither,False,False,False,False,high,No hate or offensive speech.,False,neither,,agree_coded,nli_tail,neither,neither,neither,True
2078100654921523460,@JasonSimmo86712 Just replace them with Christians in there country and see what happens. We're being led astray by taking our freedoms too literally. We must exercise better discretion with foreigners.,offensive,offensive,False,False,False,True,medium,"The tweet uses coded, exclusionary rhetoric — 'We must exercise better discretion with foreigners' — to advocate discriminatory treatment of outsiders, framing religious and national identity as grounds for restriction without explicit hate speech.",False,offensive,,split_gem_soft,p_hate_top,,neither,hate,False
2078796447047401779,wantam people are insufferable.,neither,neither,False,False,False,False,high,No hate or offensive speech.,False,neither,,split_gem_hard,p_hate_top,,hate,offensive,False
2078230631566451064,@FFT1776 Brainwashed stooge. 🇨🇳💴💴💴,neither,neither,False,False,False,False,high,No hate or offensive speech.,False,neither,,random_agreed,p_offensive_top,offensive,offensive,offensive,False
2075174374278086891,The greatest honour we can give a strong foundation is to keep building upon it. Ol Kalou deserves leadership that will complete what has begun and open the door to even greater development. #TheMuchinaMovement Olkalou Tumeamua,neither,neither,False,False,False,False,high,No hate or offensive speech.,False,neither,,random_agreed,random_control,neither,neither,neither,True
2077282884352614449,"Mungikis were the ones beheading people btw. In Naivasha, Eldoret and Nairobi, Luhyas and Luos living in informal settlements were either circumcised or beheaded. Watu huwa wana assume ni wakalee ndio waliua watu.",neither,neither,False,False,False,False,high,No hate or offensive speech.,False,neither,,random_agreed,p_hate_top,neither,neither,neither,True
2073658016948191591,@georgediano I've never understood the Bukusu people kabisaa. I also hear they are the most troublesome when it comes to Luhya community unity. Why?,neither,neither,False,False,False,False,high,No hate or offensive speech.,False,neither,,split_gem_soft,p_hate_top,,neither,hate,False
2074912160572932516,"Ongoza wamunyororo kwanza are you still dreaming to lead Kenya? Mambo yako Murkomen alimaliza, You're Mbesige of Uganda in Kenya under house arrest, ukicheza na Murkomen Kamiti straight! Kaa nyumbani, the only public place you're allowed is public toilet in wamunyororo village!",neither,neither,False,False,False,False,high,No hate or offensive speech.,False,neither,,random_agreed,p_offensive_top,offensive,offensive,offensive,False
2076176895083704657,"@andysitian @Adele_lide Kwani kasongo removed his on money, Takataka wewe mtoto wa mchawi umbwa.",offensive,hate,True,False,False,True,high,"The tweet dehumanises the target with 'Takataka wewe... umbwa' (You are filth... dog) and layers coded insult with 'mtoto wa mchawi' (child of a witch), a culturally loaded Swahili slur used to delegitimise and shame.",False,hate,non_target_hate_to_offensive,random_agreed,p_hate_top,offensive,offensive,offensive,True
2074188680307056915,"NA Speaker Moses Wetangula has issued a 48-hour demand to Standard Group over a front-page story titled Broad-based family, calling it false and defamatory Through his lawyers, Wetangula wants the publication withdrawn, an apology published on the front page, the online story pulled down, and compensation negotiations to begin, failing which he says he will sue Standard wamepatikana. Watajua hawajui",neither,neither,False,False,False,False,high,No hate or offensive speech.,False,neither,,agree_coded,lexicon,neither,neither,neither,True
2077310199317037171,@_DCPTV This gachagua never learns. Never trust kalenjins,hate,hate,False,False,True,False,high,"The tweet generalizes distrust to an entire ethnic group with 'Never trust kalenjins', directly targeting the Kalenjin community as a collective and untrustworthy group.",False,hate,,agree_hate,p_hate_top,hate,hate,hate,True
2075513624525705435,"@ledamalekina kuleni tu na your benevolent dictator, you almost brought down bomas of kenya and now you're a choir member, what a fearful moran",neither,neither,False,False,False,False,high,No hate or offensive speech.,False,neither,,split_gem_hard,p_hate_top,,hate,offensive,False
2078154930511073517,"Rigathi Gachagua; Wewe Kasongo, nilikuonya usiguze Mlima, ukaguza Mlima, uliona ile aibu ulipata jana. Na bado tunakungoja 2027. Umetangaza vita na wakikuyu",hate,hate,False,True,True,True,high,"The tweet directly threatens and frames conflict along ethnic lines with 'Umetangaza vita na wakikuyu' ('You have declared war against the Kikuyu'), while 'Mlima' (Mountain) is coded language for the Kikuyu/Mount Kenya community, and 'tunakungoja 2027' carries an implicit retaliatory threat.",False,hate,,agree_coded,nli_tail,neither,neither,neither,False
2072137185449345067,If you want to know Kikuyus are dumb. They were told if Raila became president he would force them to wear shorts. Motherfuckers believe it even old men. In this era you still a community still can’t think. TUTAM hadi kenya ikuwe Singapore. Uzuri saa hii Raila alishakufa. Wakikuyu wajaribu kusema ng’we 2027. They think only Kibaki could do it. Ruto is devil himself.,hate,hate,True,False,True,False,high,"The tweet explicitly targets the Kikuyu ethnic group with collective dehumanisation, calling them 'dumb' and 'Motherfuckers' who 'can't think', framing an entire community as intellectually subhuman.",False,hate,,agree_hate,p_hate_top,hate,hate,hate,True
2078627216460575193,"RT @Kibet_bull: A controversial Kalenjin radio caller applauds kipisigis who had gone to Wamunyoro. He reveals how property including tractors belonging to residents of Angata Barikoi were destroyed, kipsigis living in hemas and pretending to be in government. How kipsigis leaders aided the grabbing of Samburet,Chelimo and Angata Barikoi land. He also says better kalenjins not to vote again.",hate,hate,False,False,True,True,medium,"The tweet ethnically targets Kipsigis as land grabbers and colluders with government, with the phrase 'kipsigis leaders aided the grabbing of Samburet, Chelimo and Angata Barikoi land' framing an entire ethnic group as collectively responsible for dispossession of other communities.",False,hate,,split_gem_soft,p_hate_top,,neither,hate,False
2078393699315097925,"@Mwarubainii @wilber1990f Kenya si ya wakikuyu pekeako, what a tribal community, Kindiki anatoka mountain Kenya mbona msimsupport? Ndio mjue mko na shida nyinyi..",hate,hate,False,False,True,False,high,"The tweet directly targets the Kikuyu ethnic group with 'Kenya si ya wakikuyu pekeako, what a tribal community' and 'mko na shida nyinyi', framing them collectively as tribally biased and problematic.",False,hate,,split_gem_soft,p_hate_top,,neither,hate,False
2077462415122338163,Wazimu ni @WilliamsRuto minions directing the hate towards @rigathi Wanatumia kichwa kama dirisha ya kuchungulia ngono ya caretaker Tulienda kwa streets kusema #rutomustgo Hiyo zingine sijui mnaleta pelekeeni mamorio huwadinya👍🏿,offensive,offensive,False,False,False,True,high,"The tweet is offensive due to crude sexual vulgarity directed at political opponents, most explicitly in 'pelekeeni mamorio huwadinya' ('take it to the dildo, it fucks you'), where 'mamorio' is Swahili/Sheng slang requiring local knowledge to parse.",False,offensive,,random_agreed,p_offensive_top,offensive,offensive,offensive,True
2078092629145956698,"@WhiteHouse Calling Congress ""Americans"" is a real stretch..",neither,neither,False,False,False,False,high,No hate or offensive speech.,False,neither,,agree_coded,nli_tail,neither,neither,neither,True
2075134317487943958,"Brian Amwai: There's a comment that you made in terms of protest in the country and you said people have died in every protest and every administration in Kenya's history and let us stop with the selective amnesia. Sen. Karen Nyamu; If you look at my post, I was addressing politicians not the young people. I said politicians were mobilizing for the commemoration of the protest for the 2024 Finance Bill. We know the characteristics of a youth led protest. #Politalks #K24Updates",neither,neither,False,False,False,False,high,No hate or offensive speech.,False,neither,,random_agreed,random_control,neither,neither,neither,True
2074669579930890382,@NjiruAdv Are u a retard? Ruto everyday its a no brainer.,offensive,offensive,True,False,False,False,high,"The tweet uses the ableist slur ""retard"" as a direct insult, which is dehumanising and offensive, though it targets an individual rather than a protected group.",False,offensive,,split_gem_soft,p_offensive_top,,offensive,hate,False
2073855063013920832,Shame on Kenya kwanza,neither,neither,False,False,False,False,high,No hate or offensive speech.,False,neither,,agree_coded,nli_tail,neither,neither,neither,True
2078364957251432535,@ntvkenya DONT impose Kikuyu tyranny on Kenya. Liberate central Kenya first from the Gachagua dictatorship before imposing your shareholder mind set on Kenya again. You must also GO. Vote yourselves out and don't try to sneak in behind Sifuna or Kalonzo. We are tayad!,hate,hate,False,False,True,False,high,"The tweet targets the Kikuyu ethnic group by invoking 'Kikuyu tyranny' and 'Gachagua dictatorship,' framing the group as politically oppressive and demanding their exclusion from national leadership.",False,hate,,split_gem_soft,p_hate_top,,neither,hate,False
2074448808222630287,"@bosco_gideon we jua tu hakuna mahali Murkomen anaenda,language ndio shida.kipsigis and Nandi are the most neutral dialects you can use in Riftvalley politics and maybe",neither,neither,False,False,False,False,high,No hate or offensive speech.,False,neither,,random_agreed,p_hate_top,neither,neither,neither,True
2074142904227180582,Enyewe it’s not cheap to rent a kikuyu.,hate,hate,True,False,True,True,high,"The phrase ""rent a kikuyu"" commodifies members of the Kikuyu ethnic group, framing them as objects available for hire and thereby dehumanising them through a transactional metaphor.",False,hate,,agree_hate,p_hate_top,hate,hate,hate,True
2074027527920656845,@FGaitho237 So He doesn't have a right to believe in Matiangi because he's a fellow Kisii..we tutigithie.,offensive,offensive,False,False,False,True,medium,"The Kikuyu-language phrase 'we tutigithie' functions as a dismissive, contemptuous put-down directed at the individual being addressed, carrying offensive force that depends on knowledge of local vernacular.",False,offensive,,random_agreed,p_hate_top,neither,neither,neither,False
2077826792224653601,"Kikuyus have the worst hate and beef man... If you don't fuck with their kingpin, kura haupati kabisa ata kama wewe ni mkikuyu... Martha Karua with rao... Now Muchina with ruto😂😂😂😂",offensive,offensive,False,False,False,False,high,"The tweet is offensive due to the crude generalization 'Kikuyus have the worst hate and beef' paired with the vulgar phrasing 'don't fuck with their kingpin', but stops short of hate speech as it is a cynical political observation with no dehumanisation or incitement.",False,offensive,,split_gem_hard,p_hate_top,,hate,neither,False
2074479551883690319,"@braeien @ArapTilingi Wandayi, Mbadi and Oparanya are not even real Luos. 😆😆 The only jobs Kasongo has created for Luos is GOON cartel. After their mission is accomplished, wote watasafirishwa. Tutam hoyee!",hate,hate,False,False,True,True,high,"The tweet targets Luos as an ethnic group, delegitimising their political representatives ('not even real Luos') and using coded Swahili language ('wote watasafirishwa' - they will all be expelled) to imply ethnic purging, while 'GOON cartel' frames the community's employment as criminal.",False,hate,,agree_hate,p_hate_top,hate,hate,hate,True
2076527612529344713,"@mbiti_mwondi Raila was not greedy. Ruto utaona vile atafanya 2027, he'll take over ODM operations, he will fund the goons.. Itakua noma. Outcome ya 2027 election ni Ruto or Ruto.",offensive,offensive,False,False,False,True,medium,"The tweet is offensive through the phrase ""he will fund the goons,"" dismissively labelling political supporters as hired thugs, with ""Itakua noma"" (Swahili: 'it will be ugly/bad') reinforcing an ominous but non-explicit tone without rising to a direct violence call or ethnic targeting.",False,offensive,,random_agreed,p_offensive_top,neither,neither,neither,False
2070399159903928404,"You are overworking sir. I have lived to see the presidency of Kibaki and Uhuru as a grown up and all I keep asking, why are people singing wantam when no president has ever done all this in his first term. Then I realize it’s the Kikuyus. Their worry is Kenyans may never allow the mediocrity of another Kikuyu president. You’ve show us the light. Kenyans now know, you can come from anywhere and be the president as long as you get the job done. Mambo ya sijui tyranny of number hio ni ujinga ya huko kenol hatutakubali tena!",hate,hate,False,False,True,True,medium,"The tweet targets Kikuyus as an ethnic group with the framing 'Their worry is Kenyans may never allow the mediocrity of another Kikuyu president,' using coded dismissal ('tyranny of numbers ni ujinga') to frame Kikuyu political interests as illegitimate collective self-interest rather than policy.",False,hate,,split_gem_soft,p_hate_top,,neither,hate,False
2073449649780691403,@jimNjue_ Honestly I don't see Sifuna being part of the presidency.The opposition should and have settled on Kalonzo Matiangi ticket. Luhyas will steal vote for Ruto. History has always indicated they don't vote as a block,neither,neither,False,False,False,False,high,No hate or offensive speech.,False,neither,,split_gem_hard,p_hate_top,,hate,neither,False
2073621324170215479,"A bunch of weak man-ginas looking up to. A female leader, manyeeeh ma ngui, Fucking aye!!! #LindaMwananchiGusii #SISINDIOSIFUNA? #WANTAM",offensive,offensive,False,False,False,True,high,"The tweet uses the gendered slur ""man-ginas"" and the Gusii-language insult ""manyeeeh ma ngui"" to mock and demean men who support a female leader, constituting offensive speech through coded/local-language abuse.",False,offensive,,split_gem_soft,p_offensive_top,,offensive,hate,False
2075278596323647536,"Mange Kimambi na Maria Sarungi wana ugomvi mkubwa sana sasaivi. Wame-panic maandamano yao kutoungwa mkono na Watanzania. Wamekosa pesa nyingi za wafadhili, wanajua hawana credibility tena ya kuhamasisha ugaidi tena Tanzania. Muda sio mrefu wataanza kutukanana matusi hadharani.",offensive,offensive,False,False,False,False,high,"The tweet makes a defamatory accusation against named individuals, calling them instigators of terrorism with the phrase 'kuhamasisha ugaidi tena Tanzania' (inciting terrorism again in Tanzania), which is offensive without rising to hate speech targeting a protected group.",False,offensive,,agree_coded,nli_tail,neither,neither,neither,False
2078034906425254290,Wakale walienda kukula pesa ya Rigathi just the same way Kikuyus ate Ruto’s money. That trip was 100% funded by Gachagua,offensive,offensive,False,False,False,True,high,"The tweet is offensive due to the use of 'kukula pesa' / 'ate Ruto's money' — a Kenyan coded euphemism that collectively accuses ethnic communities of corruption, framing political misconduct in a culturally loaded metaphor without rising to hate speech.",False,offensive,,split_gem_soft,p_hate_top,,neither,hate,False
2078625170399384020,@4b5857cda2054d1 @Wakabando Kikuyu hate Ruto cos he reneged on their shareholder script and being their lap dog for equity and inclusivity by engaging supposed non shareholders to their chagrin. They only see Sifuna as their lapdog with Gachagua at the table securing 50%. Nothing about good governance.,hate,hate,False,False,True,True,medium,"The tweet targets Kikuyu as an ethnic group with collective negative intent, framing them through the coded metaphor 'shareholder script' and 'lap dog' to portray the community as self-interested ethnic power brokers — 'Kikuyu hate Ruto cos he reneged on their shareholder script' conflates ethnicity with conspiratorial political entitlement.",False,hate,,random_agreed,p_hate_top,neither,neither,neither,False
2075619365761007671,@Naomikibandi He doesn't own anyone. We are in a free country. Gachagua wants Kikuyus in his bags which is impossible.,neither,neither,False,False,False,False,high,No hate or offensive speech.,False,neither,,random_agreed,p_hate_top,neither,neither,neither,True
2075516463293603900,@DrRoselynAkombe If Kisiis depend on Onyoncha to propel Matiangi to presidency then they are toothless community,offensive,offensive,True,False,False,False,high,"The tweet dehumanises the Kisii community by calling them 'toothless community', implying powerlessness and worthlessness as a group.",False,offensive,,split_gem_soft,p_hate_top,,neither,hate,False
2073767221709451397,@MrErickRicky @pksalasya See the reason why i am insisting that you are deranged just like Salasya who you are trying to defend here. You are not even aware that your Salasya supports Gachagua's led United Opposition. Nyinyi ni kumbafu sana.,neither,neither,False,False,False,False,high,No hate or offensive speech.,False,neither,,random_agreed,p_offensive_top,offensive,offensive,offensive,False
2077322547574481337,"@GlitteringAnge Wananiboesha sana hao wazee. But it's an advantage to us in Linda Mwananchi. We go full throttle behind President Sifuna, we work extra hard to win him that seat by appealing directly to Kenyans minus the United opposition leaders because they are turning out to be saboteurs.",neither,neither,False,False,False,False,high,No hate or offensive speech.,False,neither,,agree_coded,nli_tail,neither,neither,neither,True
2074531230570151944,"@Honcalebamisi @gikundamarangu The mountain is indeed an expensive bride in every conceivable way! You can rent a Kikuyu, but you can't fully succeed to buy one!",hate,hate,True,False,True,True,high,"The phrase 'You can rent a Kikuyu, but you can't fully succeed to buy one' commodifies the Kikuyu ethnic group as purchasable objects, using transactional metaphor as coded dehumanisation targeting a protected ethnic group.",False,hate,,split_gem_hard,p_hate_top,,hate,neither,False
2078725075386442087,@PeterSweden7 Women are retarded. This is why they didn’t have voting rights. Giving women political power was suicidal. We need to strip it from them.,hate,hate,False,False,True,False,high,'Women are retarded' plus 'strip voting rights from them' - collective derogation and call for exclusion on gender basis.,False,hate,,agree_hate,p_hate_top,hate,hate,hate,True
2071932298451112289,"If Black South Africans were gathered in the millions armed with crude weapons in order to chase away Boers who have enslaved them, stolen 90% of their wealth and rendered them destitutes in their own country, fascist @realDonaldTrump would have sent warships, launched tomahawk missiles and orchestrated a @UN Security Council resolution condemning the violence and calling it “White Genocide.” @elonmusk would have turned @X into a White Revolutionary Media! But because the victims are Black Africans, the entire white world is silently cheering!",hate,hate,False,False,True,False,medium,Attributes complicity in atrocities to an entire racial group globally: 'the entire white world is silently cheering!'.,False,hate,,split_gem_hard,p_hate_top,,hate,neither,False
